"","Actb","Amacr","Calm1","Cox6b1","Cox7c","Dcx","Erh","Gapdh","Golph3","H3f3a","Hes1","Hes5","Map2","Mtmr12","Nefl","Nefm","Nes","Neurod1","Notch1","Pax6","Ppia","Rpl18","Sox1","Sox2","Sub1","Taf1","Taf2","Tars","Tbr1","Tubb3","Vim","Zfr"
"Map2",0.0607708093942932,0.612840686769343,0.971902816559936,0.979903871043639,0.758816414880094,3.57833940545644e-39,0.983485269533917,0.148645986414066,0.185135477088695,0.658395984910898,2.38769509545513e-44,1.26051977216592e-18,1,0.168259018048814,1.02368552797725e-12,5.43692930493352e-07,4.10274407681243e-08,2.40055719021518e-20,1.08714703857152e-17,6.72722407424881e-14,0.345566207855669,0.626355030682735,0.000878600957520382,2.64012932824967e-08,0.39016244047674,0.854466495596488,0.393675806721944,0.870146988068825,1.75219631435217e-09,8.76619495759655e-63,6.88921822744227e-11,0.485241310677393
"Mtmr12",0.725823383828797,0.689682829267273,0.891131998217062,0.896159573332427,0.911114895772904,0.208624382484242,0.944494643101603,0.0755016047393806,0.0146549392424279,0.959804752683839,0.0193157811827122,0.612350827171918,0.168259018048814,1,0.759135840241665,0.420258259492384,0.525908001754497,0.197321461909304,0.708880922266434,0.510809474961142,0.976983320545011,0.97816544465841,0.198035116987236,0.361350189723264,0.159002708349133,0.0602033059905328,0.557420528068458,0.199534236797804,0.584605629027408,0.187166772132185,0.0319272758387092,0.447947418644459
"Nefl",0.135109821535767,0.130010307546367,0.418974973720454,0.757679168392156,0.503830488895564,1.05542713065959e-16,0.673792461833726,0.163959995808157,0.262982167122605,0.342143586533953,6.34280811529926e-11,1.28679417431271e-08,1.02368552797725e-12,0.759135840241665,1,1.25229138509021e-23,6.71678201531911e-07,6.22892611239072e-10,8.67066526933563e-08,3.15656513602624e-16,0.863938969528762,0.211655480801369,0.00520687073738957,2.15948268478e-08,0.00934235280279931,0.686747540571541,0.313999456006712,0.9930381157112,1.39864791736622e-05,1.16568802108257e-14,0.128267329376273,2.34231160740005e-06
"Nefm",0.695515467771568,0.0401714229024681,0.55170075470341,0.605025293629647,0.624853649864658,3.5174667131062e-09,0.75909566723337,0.0534759646541913,0.732282593100828,0.824255286464896,5.12938702004102e-06,6.7590262847094e-06,5.43692930493352e-07,0.420258259492384,1.25229138509021e-23,1,1.37316589537245e-06,0.00971940986317071,7.71798168510888e-06,9.08574616645568e-11,0.899804678164541,0.903439005953301,0.0144201404228571,4.17748566221354e-06,0.737011266182995,0.558850341454739,0.724323262624704,0.034403408064169,0.460834053827711,4.34306239348331e-11,4.4307465010945e-05,0.103010141370043
"Nes",0.294009663499188,0.500601668576007,0.495146665360808,0.696581011728704,0.739054700496808,2.33353042102684e-23,0.834777259985669,0.86575505473026,0.212999324500369,0.275944474424193,5.28939446945399e-47,3.1658117604232e-34,4.1027440768124e-08,0.525908001754497,6.71678201531911e-07,1.37316589537245e-06,1,4.42098401373719e-13,5.04287548884732e-26,1.71285457534541e-30,0.931494865537547,0.934117028774376,1.281154833468e-10,1.96285927926602e-39,0.256427281360298,0.000375359741255815,0.476592617353668,0.0309165954018412,0.00155192328866192,2.99916352289576e-43,8.60518846440379e-10,0.646870805166397
"Neurod1",0.00660424442965114,0.365839469884305,0.134003699448957,0.859743905753681,0.547532830816851,3.64570959990083e-56,0.650803175223242,0.180598671302357,0.77864091370378,0.192775057747418,2.22006232788224e-46,9.97494938133265e-31,2.40055719021518e-20,0.197321461909304,6.22892611239072e-10,0.00971940986317071,4.42098401373716e-13,1,1.69529952733206e-16,4.20927380351282e-19,0.508632627468391,0.445060138397166,5.78863980726016e-12,6.69736820929443e-18,0.174220151793585,0.820996615305316,0.370018795959571,0.00160122779514349,0.13492811281699,3.08555610958277e-61,0.772231224868087,0.0764641096958517
"Notch1",0.300115067014056,0.93404025350814,0.471552192690908,0.485099314474626,0.551573142225941,7.94429013815406e-35,0.707883304411169,0.000155232037865617,0.00118791998383589,0.326916443578129,9.67628747485712e-94,2.36718440916789e-92,1.08714703857152e-17,0.708880922266434,8.67066526933563e-08,7.71798168510888e-06,5.04287548884732e-26,1.69529952733206e-16,1,3.88045122217208e-82,0.878540339049197,0.882027795268591,2.9385819425016e-28,2.14526252878612e-79,0.0482528603755798,0.00314057778606659,0.231062534487847,0.0638826504332968,0.000233662443818924,1.2105843385382e-76,2.52680830297839e-24,0.0760584937047305
"Pax6",0.554103574910103,0.170435893368674,0.0039977064256164,0.228846829857091,0.275052872021151,2.92017464431063e-59,0.618329789552846,0.00716377506002278,0.0439927182704815,0.61724401889084,4.14294414686855e-72,5.42004377609933e-108,6.72722407424881e-14,0.510809474961142,3.15656513602624e-16,9.08574616645555e-11,1.71285457534551e-30,4.20927380351288e-19,3.88045122217208e-82,1,0.781656358218557,0.786201617953583,3.39092232308634e-33,2.32533975916659e-103,0.000722798484751817,0.000957266807017948,0.405015695442235,0.0281604655036989,0.995603072703328,1.46370775777154e-75,1.04162258093993e-29,0.0259404717664733
"Ppia",0.988079884069889,0.962063461048317,0.994278284599819,0.99368364496761,0.994831812565635,0.629705564705707,0.996696084820352,0.854283289063159,0.841627827870973,0.997887503267275,0.857831808903403,0.874493052655447,0.345566207855669,0.976983320545011,0.863938969528762,0.899804678164541,0.931494865537547,0.508632627468391,0.878540339049197,0.781656358218557,1,0.998973539917338,0.964668548065802,0.881611544512719,0.932121427880398,0.886048227055787,0.873150713255428,0.874402409102151,0.799722068977618,0.810162301452917,0.535092959850844,0.712023720251023
"Rpl18",0.987492577248619,0.963808455403343,0.99394647574338,0.993107468580083,0.994443796254624,0.620338247842444,0.996494040238701,0.846696505649502,0.847506946098863,0.997865386152132,0.860393080978904,0.87678572397876,0.626355030682735,0.97816544465841,0.211655480801369,0.903439005953301,0.934117028774376,0.445060138397166,0.882027795268591,0.786201617953583,0.998973539917338,1,0.966163607202276,0.884730665710687,0.927548246428451,0.890541942467423,0.878050512715623,0.879379785030673,0.242455976122998,0.80623729346373,0.528531076398018,0.29005191877991
"Sox1",0.121421299068797,0.728993655130275,0.834346647918829,0.840892652481965,0.863864005149445,1.19732471478372e-14,0.914636844737509,0.0452590448208473,0.609973353569972,0.938289475728632,1.00048090571752e-36,3.95357230501245e-38,0.000878600957520382,0.198035116987236,0.00520687073738957,0.0144201404228571,1.281154833468e-10,5.78863980726016e-12,2.9385819425016e-28,3.39092232308644e-33,0.964668548065802,0.966163607202276,1,1.2389442940202e-40,0.0806718505581724,0.00645425744588209,0.0131114722292204,0.645956899768359,0.0137831082422852,9.09864432072118e-33,3.45045961514985e-06,0.0513870860845354
"Sox2",0.00611186004985058,0.563808100936762,0.138321049606814,0.681897860203206,0.561656107744761,2.22777914073065e-31,0.714724535080629,0.000609450483461347,0.00277318112946735,0.792245434879419,1.52677230508413e-89,4.09700009915491e-108,2.64012932824965e-08,0.361350189723264,2.15948268478e-08,4.17748566221354e-06,1.96285927926602e-39,6.69736820929443e-18,2.14526252878612e-79,2.32533975916659e-103,0.881611544512719,0.884730665710687,1.2389442940202e-40,1,0.00313277997549719,1.12717841534086e-06,0.0118499788120296,0.0484717199736419,0.0032316292391168,3.06584244350766e-67,8.05706171084631e-19,7.15544998002698e-05
"Sub1",0.817390314657134,0.263333006198611,0.70670669746106,0.685573246943958,0.73678666887291,0.000630137237078856,0.341495641251389,0.290457495340632,0.369181834747703,0.881676392843317,0.00783149501186122,0.00697763072809151,0.39016244047674,0.159002708349133,0.00934235280279932,0.737011266182995,0.256427281360298,0.174220151793585,0.0482528603755798,0.000722798484751817,0.932121427880398,0.927548246428451,0.0806718505581724,0.0031327799754972,1,0.243940350908928,0.64928002079878,0.927393853071301,0.148800366072632,0.00115547287192699,0.838860547159515,0.162184904659572
"Taf1",0.170355992308567,0.10365357635792,0.496637343029672,0.126033303476746,0.581893205276409,0.785060785246056,0.727168738017141,0.507265131090972,0.309458509062388,0.799974048417371,0.000776587529016502,0.000145502368748878,0.854466495596488,0.0602033059905328,0.686747540571541,0.558850341454739,0.000375359741255815,0.820996615305316,0.00314057778606659,0.000957266807017948,0.886048227055787,0.890541942467423,0.00645425744588209,1.12717841534086e-06,0.243940350908928,1,0.0763926603098985,0.161038471865891,0.548573911354494,0.00495760264984477,0.647314288691631,0.157132811409771
"Taf2",0.905345171700092,0.228923871031545,0.44859565697623,0.467927596619509,0.534636613327444,0.628690341459549,0.696944271767106,0.430293805159181,0.108336579547339,0.332572991091145,0.0558182105072725,0.431659232239243,0.393675806721944,0.557420528068458,0.313999456006712,0.724323262624704,0.476592617353668,0.370018795959571,0.231062534487847,0.405015695442235,0.873150713255428,0.878050512715623,0.0131114722292204,0.0118499788120296,0.64928002079878,0.0763926603098985,1,0.522808099247653,0.304490941951675,0.116670500684319,0.687777989703167,0.690630044722835
"Tars",0.357630245189274,0.0782770824327029,0.452847206478879,0.709153683963206,0.538849001836642,0.0155882310289656,0.430405306858373,0.701091964484092,0.625050184726321,0.779437425220706,0.0391328794073409,0.0994785749788793,0.870146988068825,0.199534236797804,0.9930381157112,0.034403408064169,0.0309165954018412,0.00160122779514349,0.0638826504332968,0.0281604655036988,0.874402409102151,0.879379785030673,0.645956899768359,0.0484717199736419,0.927393853071301,0.161038471865891,0.522808099247653,1,0.415246237290998,0.00878594828800104,0.579057840288098,0.474400350704075
"Tbr1",0.218066011131656,0.440840082524624,0.918983030204152,0.315018087973259,0.216118701258559,7.50988567828751e-06,0.0811339715647898,0.605507287443305,0.267931384380569,0.415768371794579,3.15168390444296e-11,3.12108112804288e-08,1.75219631435217e-09,0.584605629027408,1.39864791736623e-05,0.460834053827711,0.00155192328866192,0.134928112816989,0.000233662443818923,0.995603072703328,0.799722068977618,0.242455976122998,0.0137831082422852,0.0032316292391168,0.148800366072632,0.548573911354494,0.304490941951675,0.415246237290998,1,4.02765301339886e-15,7.23194786740285e-11,0.000147094747244146
"Tubb3",1.6029332645989e-11,0.742900062452175,0.0288209894427252,0.97549274189696,0.868717602031022,2.64688754894078e-109,0.541428801938259,2.02148149414077e-05,0.000964359124697886,0.667369675457006,1.92157645688575e-165,2.2501841090688e-111,8.76619495759655e-63,0.187166772132185,1.16568802108257e-14,4.34306239348331e-11,2.99916352289585e-43,3.08555610958277e-61,1.21058433853834e-76,1.46370775777154e-75,0.810162301452917,0.80623729346373,9.09864432072118e-33,3.06584244350784e-67,0.00115547287192699,0.0049576026498448,0.116670500684319,0.00878594828800108,4.02765301339895e-15,1,4.07175306145762e-44,0.0237077981400321
"Vim",0.0797334249544572,0.863496516254535,0.618904099008275,0.266164577845871,0.858222536551505,2.54772408830127e-20,0.704322133466911,0.0992889499791304,0.014260794884124,0.228180789065392,1.52465568801293e-31,1.67872665763674e-30,6.88921822744222e-11,0.0319272758387092,0.128267329376272,4.4307465010945e-05,8.60518846440373e-10,0.772231224868086,2.52680830297842e-24,1.04162258093996e-29,0.535092959850844,0.528531076398018,3.45045961514985e-06,8.05706171084631e-19,0.838860547159515,0.647314288691631,0.687777989703167,0.579057840288098,7.2319478674029e-11,4.07175306145762e-44,1,0.570280077373403
"Zfr",0.109413870705125,0.187751568895105,0.711200988401618,0.668197494595936,0.761893540145585,0.783829928322466,0.780979819668413,0.109876187974078,0.291516132009047,0.536130442893314,0.00926500433522134,0.00386279817894162,0.485241310677394,0.447947418644459,2.34231160740005e-06,0.103010141370043,0.646870805166397,0.0764641096958517,0.0760584937047305,0.0259404717664733,0.712023720251023,0.29005191877991,0.0513870860845354,7.15544998002698e-05,0.162184904659572,0.157132811409771,0.690630044722835,0.474400350704075,0.000147094747244146,0.023707798140032,0.570280077373403,1
